-10.0	nan	2.1610374743870434e-174	7.43720503990051e-77	2.098828115677149e-44	3.205973685575281e-28	1.5159182561652046e-18	3.9177166327543066e-12	1.3325059572661146e-07	0.00027228552879408804	0.0
-9.97997997997998	nan	1.0703671520780342e-173	1.4976681280432944e-76	3.131082364129218e-44	4.116550666311557e-28	1.778946267943263e-18	4.329746053939429e-12	1.410866631255475e-07	0.0002791784627791266	0.0
-9.95995995995996	nan	5.2845829784810395e-173	3.0117033375594244e-76	4.667281325157979e-44	5.283106852925494e-28	2.0869431828949313e-18	4.784150099369926e-12	1.49366440495507e-07	0.0002862315514387744	0.0
-9.93993993993994	nan	2.6007352516813106e-172	6.047829829153538e-76	6.951608969597001e-44	6.776847953770384e-28	2.447480091536487e-18	5.285184294959918e-12	1.5811401544847865e-07	0.00029344812524623187	0.0
-9.91991991991992	nan	1.2758189282860005e-171	1.2127679325953358e-75	1.034566851541411e-43	8.688574053187539e-28	2.8693825807842447e-18	5.837520810974866e-12	1.67354722330589e-07	0.0003008315738483206	0.0
-9.8998998998999	nan	6.238632623160986e-171	2.4285475838302527e-75	1.5384509410960838e-43	1.1134012124939406e-27	3.362935165542007e-18	6.4462881557976965e-12	1.77115203293471e-07	0.00030838534686957576	0.0
-9.87987987987988	nan	3.04086581733564e-170	4.856308853084862e-75	2.285917818843042e-43	1.4260583328139749e-27	3.940118459374412e-18	7.117114541300124e-12	1.8742347216794214e-07	0.00031611295472137955	0.0
-9.85985985985986	nan	1.477449262085328e-169	9.697432186899849e-75	3.3938249858820475e-43	1.825598663877946e-27	4.614884232543133e-18	7.856175248675432e-12	1.9830898125860624e-07	0.0003240179694160129	0.0
-9.83983983983984	nan	7.155423916423834e-169	1.933739520502408e-74	5.0346599271902575e-43	2.335908062137021e-27	5.40347429988169e-18	8.670244352018052e-12	2.0980269118251147e-07	0.0003321040253855052	0.0
-9.81981981981982	nan	3.4543444017136104e-168	3.8506138170116815e-74	7.462815546352282e-43	2.9873671412266693e-27	6.324790095246369e-18	9.566751187725823e-12	2.219371438796594e-07	0.0003403748203051495	0.0
-9.7997997997998	nan	1.6622769232088374e-167	7.656895614347353e-74	1.1053177461033755e-42	3.818597393412366e-27	7.400820841374894e-18	1.0553841991141971e-11	2.3474653892797327e-07	0.0003488341159215531	0.0
-9.77977977977978	nan	7.973492508719333e-167	1.520429396828813e-73	1.635774547995776e-42	4.878671334013276e-27	8.657139434241877e-18	1.1640447157946129e-11	2.482668133002975e-07	0.00035748573888508023	0.0
-9.75975975975976	nan	3.812424741267721e-166	3.01488366857159e-73	2.418864933998763e-42	6.22990851530921e-27	1.012347655269789e-17	1.2836354626865337e-11	2.6253572470614174e-07	0.0003663335815865463	0.0
-9.73973973973974	nan	1.8170272566156095e-165	5.969880397854956e-73	3.5739762266260316e-42	7.95141086030326e-27	1.1834385103919276e-17	1.4152289922540358e-11	2.775929386661534e-07	0.00037538160299801403	0.0
-9.71971971971972	nan	8.632350760361971e-165	1.1804605326859445e-72	5.276471157610183e-42	1.0143530464421655e-26	1.3830008953420817e-17	1.560000344309682e-11	2.9348011947277193e-07	0.00038463382951753604	0.0
-9.6996996996997	nan	4.0879369567384464e-164	2.3309238333495206e-72	7.783722533267018e-42	1.2933512850655773e-26	1.615697199985565e-17	1.7192365626411114e-11	3.10241025196134e-07	0.0003940943558176858	0.0
-9.67967967967968	nan	1.9296865701639718e-163	4.596163434465773e-72	1.1473158475400359e-41	1.6482621196828878e-26	1.8869406079287944e-17	1.894347068250844e-11	3.279216069001027e-07	0.0004037673456977117	0.0
-9.65965965965966	nan	9.079811512295949e-163	9.050104918200906e-72	1.6897813288918712e-41	2.0995125474271326e-26	2.203013896643448e-17	2.0868749637301684e-11	3.465701122392696e-07	0.00041365703293914593	0.0
-9.63963963963964	nan	4.2586737018991214e-162	1.7795186118102777e-71	2.4867371949339145e-41	2.6729638728339794e-26	2.5712066933338144e-17	2.298509349530344e-11	3.662371936139135e-07	0.00042376772216468886	0.0
-9.61961961961962	nan	1.99103719205162e-161	3.4941554728660665e-71	3.656631043744949e-41	3.4013405861043503e-26	2.9999739988145095e-17	2.5310987396381087e-11	3.8697602106628664e-07	0.00043410378970019285	0.0
-9.5995995995996	nan	9.278800844867032e-161	6.8512952809835765e-71	5.372596961948891e-41	4.326030443775137e-26	3.499119211555317e-17	2.7866656714454974e-11	4.088424001080711e-07	0.00044466968443955475	0.0
-9.57957957957958	nan	4.310342773166215e-160	1.341510003765177e-70	7.887497795173859e-41	5.499350994970493e-26	4.080005365292072e-17	3.0674226124677876e-11	4.3189489467562345e-07	0.0004554699287123299	0.0
-9.55955955955956	nan	1.9959021080477026e-159	2.62304605346449e-70	1.157033965227407e-40	6.987401923001406e-26	4.7557988449624146e-17	3.37578927505156e-11	4.5619495541650197e-07	0.00046650911915386406	0.0
-9.53953953953954	nan	9.212428699396138e-159	5.121635718807344e-70	1.6959179376828287e-40	8.873652730055074e-26	5.5417504771833695e-17	3.7144114593752063e-11	4.818070535179179e-07	0.0004777919275777451	0.0
-9.51951951951952	nan	4.238542247779726e-158	9.986245200750177e-70	2.483793166559388e-40	1.126345296936501e-25	6.455519614415253e-17	4.0861815549266243e-11	5.087988202950566e-07	0.0004893231018503622	0.0
-9.4994994994995	nan	1.943866194608542e-157	1.9444041312873066e-69	3.6347779986469406e-40	1.428969927349124e-25	7.517547659296571e-17	4.494260841302035e-11	5.372411927647615e-07	0.0005011074667673604	0.0
